study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability
7.1,8.1,3.1,4.5,3.56,High,Female,20.0,1.0,4.0,1,1,5,5
7.85,5.4,1.2,8.3,3.13,High,Female,32.0,4.0,1.0,1,2,3,1
9.15,5.2,4.3,7.0,3.21,High,Male,31.0,1.0,1.0,1,2,3,4
4.35,6.2,4.5,3.6,3.07,Moderate,Female,23.0,3.0,2.0,2,3,1,3
9.65,6.2,3.9,5.5,3.0,Moderate,Male,31.0,4.0,1.0,1,3,2,2
10.15,7.1,0.4,4.9,3.56,High,Male,22.0,3.0,4.0,2,2,4,2
4.0,5.2,3.4,8.3,2.9,High,Female,20.0,1.0,3.0,3,3,2,4
10.8,7.7,1.3,1.5,3.47,High,Female,22.0,1.0,2.0,2,3,2,3
2.65,6.2,2.8,7.8,2.87,Low,Male,24.0,3.0,2.0,2,5,4,4
8.15,6.8,1.0,6.6,3.35,Moderate,Male,27.0,2.0,1.0,3,2,3,5
4.15,9.7,4.2,0.4,3.25,High,Female,20.0,2.0,1.0,3,3,1,5
8.0,8.7,5.0,4.1,3.04,Moderate,Male,26.0,2.0,1.0,3,3,1,3
4.05,7.3,3.8,6.8,3.24,Low,Female,21.0,4.0,2.0,1,5,4,2
4.4,6.4,3.4,3.4,3.14,Moderate,Female,24.0,3.0,5.0,2,4,2,1
10.4,10.0,0.7,1.7,3.16,High,Male,34.0,1.0,3.0,1,2,1,1
7.75,7.2,5.1,2.9,3.27,Moderate,Female,22.0,2.0,1.0,3,4,1,4
8.5,5.3,5.3,3.9,2.97,High,Female,26.0,1.0,4.0,2,4,3,4
4.8,7.6,5.6,2.9,2.96,Moderate,Male,25.0,5.0,4.0,1,1,4,1
7.65,6.0,2.5,4.6,3.31,High,Male,33.0,5.0,5.0,1,2,4,2
3.45,8.8,2.3,2.3,3.03,Moderate,Female,21.0,1.0,5.0,5,3,1,2
6.65,7.2,0.9,9.6,2.85,Low,Female,28.0,5.0,5.0,1,3,1,4
6.85,6.3,2.9,2.0,3.5,High,Female,28.0,5.0,2.0,1,1,3,1
7.7,8.9,2.0,1.6,3.43,High,Female,23.0,4.0,4.0,2,3,5,5
4.4,5.6,3.2,6.9,3.36,High,Male,29.0,1.0,2.0,2,3,2,3
9.9,5.3,3.3,3.7,3.93,High,Male,27.0,2.0,5.0,3,2,3,3
10.6,7.2,1.2,2.4,3.1,High,Male,34.0,2.0,3.0,1,4,3,3
6.1,6.3,4.1,7.0,3.12,Low,Male,23.0,4.0,1.0,1,1,3,2
10.35,9.1,0.2,3.9,3.3,High,Male,21.0,3.0,4.0,3,5,3,2
8.35,8.3,2.4,0.5,3.47,High,Male,21.0,2.0,4.0,2,3,1,2
9.6,8.6,3.1,0.2,3.02,High,Female,20.0,4.0,2.0,3,4,3,4
8.8,8.0,2.9,5.0,3.15,Moderate,Male,22.0,5.0,3.0,2,2,4,1
4.55,6.0,2.9,7.0,3.19,High,Female,32.0,4.0,5.0,1,1,1,1
9.05,8.0,1.8,4.2,3.17,Moderate,Female,19.0,5.0,4.0,3,1,4,1
9.55,9.8,0.8,5.4,3.01,Moderate,Male,21.0,2.0,1.0,3,3,2,4
4.05,6.0,0.5,8.3,2.9,Moderate,Female,32.0,1.0,2.0,3,3,2,4
5.7,5.4,4.8,6.4,3.14,High,Female,30.0,4.0,4.0,1,1,5,5
6.65,5.3,4.7,2.0,3.41,High,Male,22.0,1.0,5.0,2,2,2,2
9.6,7.5,1.0,3.1,3.48,High,Female,24.0,5.0,5.0,2,1,5,3
5.45,6.1,1.3,6.1,3.63,High,Female,24.0,4.0,1.0,1,2,2,3
6.5,5.3,6.0,3.0,3.56,High,Female,28.0,1.0,3.0,1,1,3,1
4.4,9.6,0.0,3.0,3.09,Moderate,Female,24.0,5.0,1.0,2,2,1,5
5.7,8.3,5.3,4.0,3.27,Low,Female,28.0,1.0,2.0,1,2,2,3
3.95,9.8,1.4,3.7,2.71,Low,Male,33.0,1.0,4.0,2,1,5,5
9.75,7.8,3.0,5.4,3.09,Moderate,Male,20.0,1.0,1.0,3,3,1,2
3.85,7.9,0.1,7.2,2.78,Moderate,Male,34.0,1.0,3.0,3,2,3,2
9.4,6.8,0.3,5.2,3.17,High,Male,26.0,3.0,4.0,2,2,2,2
3.45,5.8,2.1,7.9,2.66,High,Male,26.0,3.0,2.0,2,1,2,4
7.75,6.9,2.5,3.9,3.25,High,Female,27.0,3.0,2.0,1,2,3,1
6.2,5.4,4.2,5.5,2.81,High,Male,33.0,4.0,5.0,2,2,3,3
10.3,6.9,3.4,3.0,3.37,High,Male,28.0,5.0,5.0,4,3,1,3
7.65,7.4,0.3,6.4,3.29,High,Male,28.0,2.0,4.0,5,5,1,5
6.5,7.3,1.8,5.7,3.11,Moderate,Male,29.0,5.0,2.0,2,1,4,2
5.35,5.6,1.5,7.1,3.24,High,Female,32.0,1.0,5.0,3,3,1,4
10.8,7.7,2.6,1.8,3.67,High,Male,29.0,4.0,2.0,4,5,2,3
7.8,5.6,3.2,7.1,3.04,High,Male,32.0,3.0,3.0,2,1,5,3
9.35,9.3,2.9,0.9,3.51,High,Female,19.0,5.0,4.0,2,3,2,3
6.0,7.5,4.4,4.6,2.8,Moderate,Female,24.0,5.0,5.0,2,3,2,1
2.8,7.4,3.2,6.2,2.75,Low,Male,30.0,3.0,2.0,1,3,3,3
7.0,7.8,3.1,1.3,3.43,High,Male,24.0,1.0,4.0,2,1,4,4
8.55,8.3,3.1,4.9,2.79,Moderate,Female,26.0,2.0,5.0,4,2,4,3
4.75,5.4,2.7,4.1,3.67,High,Male,23.0,5.0,2.0,3,2,2,1
7.4,7.5,4.0,0.5,3.2,High,Female,25.0,1.0,3.0,2,1,4,3
9.25,8.4,2.1,0.4,3.11,High,Male,22.0,3.0,1.0,3,1,2,4
4.2,6.6,1.1,7.4,2.72,Low,Male,24.0,3.0,4.0,5,4,4,2
3.15,5.7,1.8,8.9,2.65,High,Male,32.0,4.0,4.0,2,3,4,1
5.45,6.7,4.5,3.1,3.24,Moderate,Male,31.0,4.0,2.0,1,1,4,1
8.35,5.8,0.8,7.7,3.09,High,Male,27.0,3.0,4.0,1,2,4,1
6.35,6.2,0.4,7.5,2.74,Moderate,Male,24.0,4.0,3.0,1,1,2,3
8.9,8.3,1.4,4.4,3.31,Moderate,Male,33.0,1.0,2.0,5,3,2,2
7.15,8.5,0.1,4.9,3.1,High,Female,32.0,5.0,3.0,1,3,1,5
6.85,9.0,1.3,5.7,2.9,Moderate,Female,28.0,2.0,1.0,2,4,5,2
9.2,7.8,3.4,1.2,3.02,High,Female,21.0,3.0,1.0,1,2,3,2
10.5,7.9,4.4,1.5,3.62,High,Female,29.0,4.0,3.0,1,1,1,2
3.45,7.3,4.9,3.7,3.05,Moderate,Female,30.0,2.0,4.0,5,3,2,2
7.15,5.5,1.4,5.2,3.4,High,Male,29.0,4.0,2.0,4,5,3,1
6.75,9.3,1.2,1.7,3.25,High,Female,29.0,1.0,3.0,5,5,1,1
6.6,8.9,0.5,7.2,2.76,Moderate,Female,27.0,2.0,4.0,1,1,4,4
7.55,8.0,0.5,4.7,3.23,High,Male,22.0,5.0,4.0,2,1,1,2
10.4,7.3,0.8,2.9,3.42,High,Female,20.0,4.0,4.0,3,4,3,3
6.35,5.8,3.4,3.7,3.67,High,Male,19.0,5.0,2.0,2,1,4,4
3.7,8.4,0.3,3.9,3.15,Moderate,Male,24.0,5.0,3.0,3,2,2,4
9.5,6.4,3.3,2.7,3.39,High,Female,24.0,4.0,5.0,2,5,4,1
8.5,9.2,3.4,4.6,2.7,Low,Female,24.0,1.0,5.0,2,2,4,4
9.0,6.4,1.0,5.5,3.4,High,Male,22.0,5.0,2.0,2,1,5,1
10.5,9.9,0.3,1.2,3.19,High,Male,28.0,5.0,2.0,1,3,2,2
10.2,5.6,5.2,2.5,3.2,High,Male,24.0,5.0,1.0,4,3,2,5
9.55,8.7,2.7,4.4,3.15,Moderate,Female,19.0,4.0,4.0,2,3,3,1
10.45,6.8,2.9,4.2,3.09,High,Male,29.0,3.0,2.0,2,2,1,2
7.8,9.7,1.8,0.4,3.3,High,Female,20.0,1.0,2.0,4,4,2,3
7.65,9.1,1.0,2.4,3.07,High,Female,31.0,4.0,4.0,5,3,3,5
9.65,9.8,1.8,4.0,2.91,Moderate,Male,23.0,3.0,1.0,1,1,3,1
3.25,5.3,0.7,10.4,2.79,High,Female,20.0,4.0,3.0,2,3,5,5
7.1,8.7,2.1,2.8,2.78,Moderate,Female,29.0,2.0,3.0,4,4,3,3
6.35,8.9,0.3,6.8,2.79,Moderate,Female,29.0,5.0,2.0,5,4,2,2
6.1,9.3,3.4,1.4,2.92,Moderate,Female,23.0,4.0,1.0,1,1,5,1
9.2,9.9,4.4,0.2,3.23,Moderate,Male,28.0,5.0,3.0,1,1,2,2
3.5,8.4,2.4,6.3,2.79,Moderate,Female,19.0,1.0,5.0,3,3,2,4
9.85,7.6,5.5,0.8,3.73,High,Female,20.0,2.0,2.0,2,3,5,1
7.4,9.6,0.8,3.9,2.57,Low,Male,33.0,1.0,5.0,5,3,1,2
3.8,9.5,1.2,7.4,2.57,Low,Female,30.0,1.0,5.0,2,3,5,5
9.0,6.1,5.6,4.0,2.76,Moderate,Female,31.0,5.0,2.0,1,1,2,5
10.75,5.1,2.0,4.3,3.14,High,Female,18.0,4.0,4.0,2,4,1,5
7.25,5.4,5.5,1.1,3.59,High,Male,34.0,3.0,5.0,5,5,2,1
10.9,7.7,1.8,4.4,3.23,High,Female,19.0,2.0,1.0,1,1,3,1
4.95,7.5,0.4,4.4,3.11,Moderate,Male,29.0,1.0,1.0,1,1,3,3
7.05,9.3,2.3,2.9,3.11,High,Male,33.0,2.0,2.0,2,1,3,1
4.4,8.8,1.1,4.2,3.22,High,Male,22.0,5.0,4.0,2,5,4,4
7.8,9.7,5.4,0.4,2.88,Moderate,Female,24.0,5.0,4.0,4,5,5,1
6.85,7.3,5.4,3.6,2.62,Low,Male,23.0,3.0,2.0,3,4,4,4
6.85,7.5,4.8,0.5,3.3,High,Female,30.0,5.0,3.0,1,1,4,1
4.55,5.2,3.9,8.0,2.56,High,Male,29.0,1.0,4.0,2,3,2,2
5.65,6.2,4.8,6.5,2.93,Moderate,Male,28.0,4.0,2.0,4,2,5,5
9.05,6.0,1.3,5.7,3.3,Moderate,Female,18.0,5.0,4.0,4,3,2,4
7.25,6.9,5.5,4.4,2.71,Moderate,Male,32.0,4.0,5.0,1,2,2,4
7.85,6.1,3.4,4.6,3.81,High,Male,20.0,3.0,3.0,3,3,5,1
8.05,7.0,3.9,4.8,3.41,High,Female,19.0,5.0,3.0,2,1,4,3
7.3,7.1,0.8,9.1,3.27,Moderate,Female,25.0,2.0,2.0,1,4,3,3
7.85,6.6,4.4,1.4,3.06,High,Female,27.0,5.0,2.0,3,2,5,2
9.55,8.4,0.1,2.9,3.36,High,Female,33.0,5.0,2.0,1,1,3,4
4.9,5.7,1.4,6.0,3.14,High,Male,29.0,2.0,4.0,4,3,3,3
8.6,9.1,2.2,5.5,3.41,Moderate,Female,33.0,5.0,2.0,1,2,2,4
7.35,8.5,4.9,0.2,2.68,Moderate,Male,25.0,3.0,5.0,3,1,2,1
9.9,6.5,0.6,4.5,3.62,High,Male,21.0,5.0,2.0,4,3,1,4
7.1,8.3,2.4,2.7,3.47,High,Female,18.0,2.0,3.0,4,1,3,3
7.15,7.7,2.6,6.7,2.54,Low,Female,18.0,4.0,4.0,1,2,3,3
4.35,8.9,0.1,3.0,3.34,High,Male,36.0,2.0,5.0,2,1,5,1
9.85,9.2,0.5,1.3,3.18,High,Male,27.0,4.0,4.0,2,1,4,4
4.05,5.8,0.2,9.0,3.02,High,Female,24.0,3.0,2.0,1,4,3,1
8.3,8.3,3.5,0.3,3.41,High,Male,18.0,2.0,3.0,2,2,1,1
8.35,5.2,1.1,8.5,3.11,High,Male,20.0,1.0,3.0,3,3,5,2
5.4,7.7,0.0,8.0,3.15,Moderate,Female,33.0,3.0,4.0,3,3,3,3
8.1,6.3,4.8,5.9,2.76,Moderate,Male,32.0,2.0,2.0,2,3,4,4
3.75,6.2,0.5,6.3,3.0,Moderate,Female,22.0,1.0,4.0,4,2,4,1
5.9,7.8,4.9,1.5,2.99,Moderate,Female,31.0,4.0,4.0,2,2,5,5
7.6,6.9,0.9,7.1,3.28,Low,Male,33.0,5.0,2.0,2,3,4,2
9.65,7.9,3.5,3.2,3.49,High,Female,29.0,1.0,5.0,3,2,3,2
8.15,7.7,4.0,4.2,2.91,Moderate,Male,23.0,4.0,1.0,3,3,3,3
9.45,8.2,0.8,4.5,3.3,High,Male,28.0,1.0,4.0,3,2,4,3
8.8,6.0,2.9,6.4,3.42,High,Female,31.0,4.0,2.0,1,1,3,3
6.7,9.6,1.4,1.5,3.2,High,Female,22.0,3.0,3.0,5,5,3,5
6.0,9.5,4.1,0.4,3.34,High,Male,31.0,4.0,1.0,1,1,1,3
5.85,8.4,3.0,0.8,3.51,High,Male,19.0,1.0,5.0,1,3,1,1
8.6,5.8,1.1,9.9,2.58,High,Female,25.0,4.0,3.0,3,3,1,3
6.4,8.1,0.4,7.0,2.75,Moderate,Male,25.0,1.0,3.0,3,3,4,3
5.45,7.8,4.3,1.5,3.19,Moderate,Female,24.0,4.0,4.0,3,4,3,3
9.35,7.2,2.9,4.1,3.24,Moderate,Female,18.0,5.0,4.0,5,3,4,3
5.25,5.5,5.5,6.2,3.28,High,Female,19.0,3.0,3.0,1,1,4,1
9.2,6.8,3.6,4.7,3.34,High,Male,31.0,2.0,2.0,1,2,2,5
6.0,9.8,3.7,4.7,2.69,Low,Female,24.0,2.0,4.0,4,1,1,2
9.15,5.1,1.5,10.8,2.9,High,Female,25.0,5.0,5.0,2,2,2,1
4.8,7.0,0.9,3.8,3.48,High,Female,20.0,4.0,2.0,1,1,3,2
7.3,9.0,0.3,3.5,3.27,Moderate,Female,31.0,5.0,4.0,2,3,3,4
8.25,7.7,5.3,1.0,3.78,High,Male,24.0,1.0,4.0,1,1,1,1
8.55,5.4,1.7,7.9,3.14,High,Male,29.0,1.0,3.0,2,1,2,1
9.2,8.4,1.0,6.4,2.93,Moderate,Female,34.0,4.0,2.0,1,1,4,2
5.2,9.3,2.7,1.6,2.95,Moderate,Male,31.0,1.0,5.0,1,1,4,1
6.85,8.9,1.3,3.6,3.53,High,Male,29.0,2.0,4.0,2,2,1,1
10.85,8.8,0.6,2.0,3.87,High,Female,27.0,2.0,1.0,4,2,2,1
4.9,9.8,4.5,0.5,3.12,High,Male,21.0,2.0,1.0,2,4,4,3
9.2,7.6,2.8,3.9,3.11,Moderate,Male,33.0,2.0,4.0,1,2,4,2
10.3,8.1,4.0,1.7,2.94,High,Female,20.0,3.0,4.0,2,4,1,3
10.3,9.3,2.7,3.2,3.11,High,Male,32.0,3.0,1.0,1,4,3,3
4.7,6.9,4.5,1.7,2.95,Moderate,Male,18.0,3.0,1.0,1,1,3,4
4.75,10.0,4.6,2.0,2.83,Low,Male,28.0,5.0,4.0,3,1,2,3
5.6,8.9,4.6,2.7,2.63,Moderate,Female,26.0,2.0,4.0,1,2,4,5
4.55,8.0,2.3,3.9,3.41,Moderate,Female,26.0,5.0,1.0,2,3,5,5
7.9,7.5,1.1,5.7,3.18,Moderate,Female,33.0,3.0,3.0,2,5,2,1
10.55,5.7,4.6,2.4,3.17,High,Male,30.0,3.0,4.0,3,5,4,5
7.8,9.7,1.1,5.1,3.07,Moderate,Female,23.0,3.0,1.0,3,2,1,1
9.15,6.9,4.8,4.4,2.69,Moderate,Female,33.0,5.0,4.0,4,1,3,3
9.15,5.7,3.7,6.3,2.91,High,Male,28.0,5.0,2.0,1,1,4,4
9.4,9.7,3.3,0.3,3.09,Moderate,Male,21.0,5.0,1.0,1,5,3,1
10.75,9.3,0.1,1.2,3.28,High,Female,26.0,5.0,5.0,3,1,5,5
9.35,5.0,2.7,4.9,3.47,High,Male,30.0,3.0,3.0,1,2,3,1
6.35,8.1,5.2,2.1,2.88,Moderate,Female,19.0,4.0,2.0,3,2,3,4
9.15,9.1,4.4,0.5,3.26,High,Female,33.0,1.0,1.0,2,1,1,1
8.7,8.3,5.2,3.9,2.75,Moderate,Male,25.0,1.0,5.0,3,4,1,4
7.4,9.3,5.2,0.5,2.96,Low,Male,18.0,4.0,2.0,3,5,4,5
3.3,5.3,0.3,9.6,2.94,High,Male,33.0,2.0,4.0,4,2,3,3
5.8,6.3,1.1,6.2,3.2,High,Male,18.0,1.0,2.0,1,1,4,2
5.2,6.6,5.8,2.8,2.87,Moderate,Male,32.0,2.0,2.0,2,2,1,3
7.6,7.2,5.3,3.2,3.12,High,Female,31.0,2.0,4.0,1,1,3,2
5.9,7.9,0.3,4.6,3.26,High,Male,24.0,4.0,4.0,4,2,4,1
8.85,6.0,3.0,6.8,2.5,Low,Female,22.0,5.0,1.0,5,2,2,3
9.85,8.6,0.2,2.1,3.53,High,Female,20.0,1.0,2.0,3,2,2,4
5.25,5.8,5.9,4.8,2.82,High,Female,28.0,3.0,1.0,5,5,2,2
7.4,5.6,2.6,6.4,2.77,High,Male,31.0,5.0,1.0,4,2,3,1
8.7,5.2,5.5,3.3,2.86,High,Female,21.0,5.0,3.0,3,5,5,1
6.95,9.8,2.7,2.5,3.51,High,Male,34.0,4.0,4.0,3,2,3,2
9.25,5.3,5.9,4.8,3.0,High,Female,18.0,5.0,4.0,3,3,4,2
7.1,6.2,3.2,3.6,3.02,Moderate,Male,32.0,1.0,2.0,3,2,2,1
6.7,5.3,1.2,7.3,3.25,High,Male,26.0,3.0,5.0,5,3,1,2
5.95,6.1,5.2,4.5,2.72,Low,Female,21.0,4.0,4.0,4,1,2,4
4.85,6.8,1.3,4.1,3.55,High,Male,28.0,1.0,4.0,3,1,5,3
7.85,8.5,2.1,2.1,3.87,High,Female,33.0,2.0,3.0,1,3,5,3
8.8,7.3,2.8,5.2,3.2,Moderate,Male,20.0,4.0,5.0,3,3,4,3
4.8,7.5,3.3,6.4,3.02,Moderate,Male,20.0,2.0,2.0,2,1,3,4
6.4,9.9,5.0,0.3,2.93,Low,Male,24.0,2.0,4.0,2,3,3,3
9.25,7.7,5.1,0.9,3.23,High,Female,24.0,5.0,2.0,2,1,5,1
9.7,7.5,3.5,4.1,3.33,Moderate,Male,30.0,5.0,3.0,5,1,2,5
7.25,5.6,0.5,10.0,3.11,High,Female,27.0,4.0,3.0,2,3,3,3
8.3,7.9,0.5,6.4,2.89,Moderate,Female,28.0,5.0,4.0,4,3,5,3
10.45,8.4,1.1,2.4,3.43,High,Male,26.0,2.0,3.0,1,1,3,3
7.75,6.4,2.5,5.7,2.8,Low,Female,23.0,3.0,1.0,3,1,2,2
8.55,6.4,0.4,6.0,3.37,High,Male,28.0,5.0,4.0,2,1,2,1
7.9,8.4,1.5,4.7,2.91,Low,Male,19.0,5.0,3.0,1,4,3,2
9.45,6.8,1.3,6.4,3.1,Moderate,Female,27.0,4.0,5.0,1,1,3,2
8.15,5.9,3.5,2.4,2.95,High,Male,27.0,2.0,2.0,1,2,5,5
3.15,7.4,3.3,3.7,2.52,Moderate,Male,20.0,3.0,4.0,5,2,3,3
6.25,5.4,4.3,7.1,3.1,High,Female,18.0,5.0,5.0,2,1,2,5
7.0,7.3,2.2,5.8,2.85,Moderate,Male,20.0,5.0,5.0,2,1,2,1
4.75,8.3,4.0,5.0,2.76,Low,Male,24.0,4.0,1.0,1,1,3,2
9.0,5.1,5.4,6.7,2.54,High,Male,26.0,5.0,4.0,2,3,1,1
9.05,6.4,0.8,9.8,2.79,Moderate,Female,27.0,5.0,3.0,3,5,4,5
6.85,6.7,4.2,4.8,2.9,Low,Male,32.0,2.0,2.0,2,3,4,4
9.4,8.3,0.7,6.2,2.69,Moderate,Male,33.0,2.0,4.0,5,3,1,4
3.15,9.4,5.9,0.0,3.22,Moderate,Female,20.0,4.0,3.0,1,3,1,3
4.0,6.1,1.5,6.8,2.75,Moderate,Female,31.0,1.0,1.0,3,3,3,3
8.3,6.9,2.3,3.7,3.37,High,Male,27.0,5.0,5.0,2,3,4,1
10.6,8.1,1.4,2.7,3.39,High,Male,21.0,5.0,5.0,3,4,2,4
4.5,8.3,0.1,6.6,3.27,Moderate,Male,20.0,4.0,2.0,1,1,2,2
10.7,6.7,0.8,5.3,3.37,High,Female,25.0,5.0,4.0,4,1,1,3
8.5,7.1,5.8,1.4,2.47,Moderate,Male,34.0,4.0,1.0,1,1,2,3
10.0,5.5,2.4,4.9,3.36,High,Female,21.0,2.0,1.0,2,3,3,1
10.15,5.4,5.1,3.9,3.02,High,Female,26.0,5.0,4.0,3,3,3,5
9.05,7.7,5.0,2.5,3.04,Moderate,Female,28.0,4.0,3.0,3,3,4,5
4.05,8.0,5.6,2.0,3.08,Moderate,Female,28.0,5.0,1.0,5,5,4,5
9.6,5.1,0.6,5.1,3.62,High,Male,29.0,4.0,1.0,2,4,3,4
3.7,8.9,0.3,7.4,3.04,Moderate,Female,24.0,5.0,4.0,4,4,3,2
9.4,7.8,4.4,3.0,3.27,Moderate,Male,21.0,3.0,5.0,3,1,4,1
6.95,8.2,1.5,4.2,2.87,Moderate,Female,21.0,5.0,5.0,2,4,3,2
4.2,6.1,3.0,9.0,2.91,Low,Female,24.0,3.0,1.0,2,1,2,3
10.45,7.0,2.4,4.3,3.5,High,Male,21.0,5.0,3.0,3,3,4,5
3.0,8.0,5.9,3.9,2.76,Moderate,Female,27.0,3.0,4.0,1,1,3,2
4.55,9.7,1.0,1.4,3.53,High,Female,28.0,2.0,4.0,1,1,4,2
9.65,8.2,2.5,3.1,3.25,High,Male,21.0,5.0,3.0,3,5,2,1
8.8,8.7,3.0,1.5,2.86,Moderate,Male,20.0,3.0,5.0,2,2,5,2
5.3,7.5,5.4,2.6,2.98,Low,Male,34.0,2.0,3.0,3,5,2,5
7.85,5.0,1.0,9.3,2.42,High,Female,25.0,5.0,4.0,1,2,1,4
7.95,9.6,2.5,1.1,2.99,Moderate,Male,32.0,4.0,2.0,1,1,2,2
5.5,7.7,4.1,6.7,3.07,Low,Female,24.0,3.0,1.0,2,2,4,3
6.55,7.6,0.4,6.0,3.15,Moderate,Female,26.0,5.0,5.0,2,1,2,3
10.3,5.6,5.9,0.3,3.21,High,Female,19.0,1.0,1.0,2,2,2,3
8.0,10.0,1.7,6.3,2.7,Moderate,Female,21.0,5.0,2.0,3,3,2,3
7.95,6.6,4.0,1.9,3.29,Moderate,Male,24.0,3.0,1.0,4,3,4,4
7.95,6.7,1.3,7.6,2.7,Low,Male,23.0,5.0,5.0,4,2,4,4
10.25,6.2,2.7,4.0,3.32,High,Male,26.0,1.0,2.0,4,4,3,2
9.3,9.9,2.0,2.5,3.03,Moderate,Female,33.0,1.0,1.0,4,4,3,3
6.9,7.6,3.9,3.9,3.09,Low,Female,21.0,4.0,3.0,4,4,4,3
8.7,9.5,2.5,0.8,3.91,High,Female,33.0,1.0,3.0,2,1,4,3
6.8,8.3,0.2,5.0,2.93,Moderate,Male,26.0,2.0,1.0,2,2,1,1
7.3,5.3,0.1,9.5,2.6,High,Female,19.0,4.0,2.0,3,3,1,2
6.6,5.8,4.1,5.8,2.96,High,Male,28.0,5.0,3.0,1,3,3,1
3.8,6.6,3.6,5.4,3.3,Moderate,Female,20.0,4.0,4.0,1,2,2,4
10.3,7.4,3.4,1.9,3.45,High,Female,34.0,4.0,1.0,2,2,2,3
5.1,8.9,3.0,4.4,2.51,Low,Male,28.0,1.0,4.0,3,3,2,2
9.6,9.4,1.2,2.4,3.06,High,Female,21.0,1.0,3.0,5,1,2,2
8.9,9.4,1.9,1.7,3.85,High,Female,25.0,1.0,3.0,1,2,1,4
5.85,5.4,0.3,5.7,3.42,High,Female,33.0,4.0,4.0,2,1,3,3
10.35,8.1,2.0,2.1,3.49,High,Male,26.0,2.0,5.0,2,2,2,3
7.35,6.5,5.0,2.6,3.25,High,Female,18.0,5.0,1.0,4,1,1,2
8.7,6.3,3.6,5.2,2.85,Low,Male,26.0,3.0,1.0,1,3,1,3
8.05,6.7,1.7,5.7,3.16,Moderate,Male,29.0,2.0,4.0,2,1,2,3
5.5,8.2,1.0,1.8,3.81,High,Female,34.0,1.0,2.0,2,5,3,3
5.35,5.2,2.2,5.5,3.22,High,Female,28.0,4.0,1.0,1,1,1,3
8.6,5.4,5.7,4.9,2.98,High,Male,26.0,4.0,2.0,1,2,2,1
8.4,5.0,4.5,3.0,3.16,High,Male,18.0,2.0,4.0,2,2,2,2
10.25,5.5,2.5,5.9,3.44,High,Male,18.0,3.0,5.0,3,3,5,4
8.8,5.0,4.9,5.9,3.29,High,Male,33.0,5.0,5.0,2,5,2,1
8.2,9.6,1.3,5.2,2.69,Low,Female,28.0,3.0,5.0,2,1,4,3
5.0,8.7,1.8,4.8,3.25,Moderate,Female,28.0,5.0,3.0,3,1,4,2
4.15,5.9,4.4,4.0,3.3,High,Male,27.0,3.0,2.0,2,2,4,2
4.4,5.6,2.6,7.2,2.62,High,Female,33.0,1.0,2.0,1,1,5,1
6.6,6.3,5.3,3.2,2.91,Moderate,Male,33.0,1.0,3.0,2,1,4,1
7.55,7.0,4.3,4.2,3.24,High,Male,25.0,1.0,1.0,2,1,1,2
7.15,6.4,2.3,4.5,3.31,High,Male,19.0,2.0,5.0,1,2,2,3
7.25,6.2,1.9,5.6,3.02,Moderate,Female,25.0,5.0,2.0,2,3,5,1
5.85,6.7,4.8,5.7,3.01,Moderate,Female,20.0,1.0,2.0,3,4,2,1
9.65,9.4,0.1,7.1,3.29,Moderate,Female,19.0,4.0,4.0,3,2,3,5
7.35,6.7,5.2,0.4,3.47,High,Male,34.0,5.0,3.0,1,1,5,1
5.35,7.1,3.9,4.4,3.08,Moderate,Male,34.0,3.0,2.0,1,5,3,1
7.3,9.7,0.9,4.8,3.14,High,Male,26.0,4.0,2.0,1,2,5,1
8.6,9.9,1.9,6.5,2.61,Low,Male,28.0,2.0,1.0,3,1,4,1
3.8,8.6,5.1,4.3,2.81,Low,Male,33.0,2.0,4.0,2,3,4,2
7.05,6.3,5.6,3.9,2.73,Moderate,Male,31.0,5.0,5.0,3,2,4,5
9.25,6.8,2.1,3.3,3.74,High,Female,20.0,1.0,1.0,3,1,2,4
7.15,9.7,1.2,2.4,2.97,Moderate,Female,30.0,2.0,4.0,3,2,3,3
3.9,6.0,2.5,7.3,3.24,Moderate,Female,23.0,2.0,1.0,2,2,2,1
8.9,8.0,4.2,4.2,2.82,Low,Male,20.0,4.0,2.0,2,2,2,1
5.45,7.8,2.5,3.3,3.02,Moderate,Female,25.0,3.0,1.0,3,1,5,3
9.55,9.2,1.6,1.6,3.22,High,Female,34.0,1.0,1.0,1,1,2,3
7.8,6.5,4.2,7.6,2.71,Low,Female,33.0,5.0,2.0,3,3,3,3
8.75,7.1,1.4,6.3,3.32,Moderate,Male,24.0,1.0,4.0,2,2,2,3
3.35,5.3,1.2,11.0,2.74,High,Female,21.0,5.0,4.0,4,3,3,4
5.9,9.2,0.2,7.8,2.8,Moderate,Male,26.0,1.0,2.0,1,5,2,3
4.85,7.7,1.6,1.4,3.22,High,Female,20.0,3.0,1.0,2,4,1,2
10.1,5.3,2.7,7.6,3.55,High,Female,19.0,5.0,3.0,1,2,4,2
6.85,5.5,4.9,2.3,3.06,High,Male,30.0,2.0,1.0,5,5,1,5
9.3,5.8,3.0,7.0,2.73,High,Female,33.0,1.0,4.0,1,1,4,4
9.5,7.5,4.8,0.9,3.33,High,Male,20.0,5.0,4.0,1,1,1,1
4.65,7.9,1.3,5.0,3.32,Moderate,Female,29.0,3.0,5.0,2,2,4,3
