study_hours,sleep_hours,social_hours,physical_activity,gpa,academic_pressure,gender,age,financial_stress,study_satisfaction,peer_competition,relationship_stress,sleep_problems,irritability,burnout_risk
4.6,6.1,1.0,6.6,2.92,5.0,0,20.0,5.0,4.0,1,3,5,3,Low
6.5,8.6,2.0,2.7,2.88,5.0,1,31.0,4.0,5.0,4,5,3,1,Low
9.95,6.4,2.9,2.1,3.49,5.0,1,24.0,5.0,1.0,1,1,3,1,Medium
5.25,5.9,3.9,4.8,2.99,5.0,0,31.0,1.0,4.0,4,4,1,2,Medium
9.45,8.1,3.8,0.5,3.14,5.0,0,34.0,3.0,2.0,1,1,3,2,Medium
7.7,6.2,5.9,5.2,3.1,1.0,1,20.0,2.0,3.0,2,1,3,5,Low
6.7,6.2,1.7,6.9,3.12,5.0,1,24.0,4.0,5.0,5,3,4,4,Low
8.05,5.1,5.3,5.6,3.05,5.0,1,21.0,2.0,1.0,4,3,3,3,High
5.35,8.4,5.0,3.9,3.05,5.0,0,31.0,5.0,1.0,2,2,2,1,Low
7.85,9.0,3.7,5.0,2.88,1.0,1,24.0,5.0,5.0,4,2,3,1,Low
4.75,8.8,4.9,2.3,2.88,5.0,1,28.0,5.0,2.0,1,1,3,2,Low
6.0,7.0,4.6,1.6,3.24,5.0,1,27.0,5.0,2.0,2,3,5,2,Low
10.25,9.7,3.7,0.8,3.42,5.0,0,21.0,5.0,1.0,3,5,2,5,Medium
7.5,9.0,4.4,0.8,3.37,5.0,1,21.0,3.0,2.0,1,2,3,3,Low
7.6,7.7,3.5,7.0,2.77,1.0,1,24.0,2.0,1.0,1,3,1,2,Low
5.1,9.8,0.3,5.6,3.37,5.0,0,19.0,3.0,4.0,2,2,5,5,Low
8.65,5.1,3.3,4.0,3.27,5.0,0,20.0,3.0,3.0,2,3,5,5,High
7.15,5.4,4.1,5.2,3.41,5.0,1,28.0,1.0,5.0,3,3,2,1,Medium
8.7,8.2,1.0,6.8,3.11,5.0,1,28.0,5.0,2.0,2,4,2,1,Medium
7.7,5.8,5.8,0.5,3.25,5.0,1,23.0,1.0,4.0,2,2,2,3,Medium
10.05,9.0,4.8,1.1,3.22,5.0,1,21.0,3.0,1.0,3,1,1,3,Medium
4.95,7.3,3.6,1.2,3.51,5.0,1,24.0,5.0,2.0,2,3,5,4,Low
3.85,7.1,5.1,3.7,2.94,5.0,1,33.0,4.0,3.0,1,1,4,5,Low
9.65,5.5,1.6,7.2,3.29,5.0,0,33.0,5.0,5.0,3,3,2,5,High
7.05,8.9,1.3,4.3,3.27,5.0,1,32.0,3.0,5.0,5,4,2,2,Low
8.1,8.6,5.2,1.1,3.03,5.0,1,24.0,2.0,2.0,2,3,1,2,Medium
7.05,8.5,4.6,3.2,3.11,5.0,1,29.0,2.0,2.0,3,2,3,5,Low
2.75,9.1,5.6,1.8,2.95,1.0,1,20.0,5.0,3.0,2,3,1,2,Low
8.35,9.2,2.7,2.8,3.16,5.0,0,29.0,1.0,4.0,2,3,2,4,Medium
9.7,9.2,4.5,0.9,2.77,5.0,0,27.0,5.0,4.0,3,3,1,2,Medium
9.75,6.2,4.8,3.2,2.93,5.0,0,18.0,1.0,2.0,2,3,3,4,Medium
9.2,5.5,1.4,8.4,3.09,5.0,0,26.0,1.0,2.0,3,2,3,5,High
7.9,6.5,0.2,9.7,2.92,1.0,0,20.0,5.0,3.0,1,2,5,5,Low
4.8,7.8,2.1,5.3,3.09,5.0,0,34.0,4.0,2.0,2,3,2,4,Low
8.95,6.2,2.7,7.2,3.02,5.0,1,33.0,1.0,1.0,2,2,4,4,Medium
7.9,8.5,0.1,5.8,3.61,5.0,1,18.0,5.0,5.0,5,5,1,5,Low
8.85,6.0,4.5,4.5,2.92,5.0,1,27.0,5.0,1.0,5,3,3,5,Medium
8.15,6.0,5.2,4.1,3.06,1.0,0,29.0,5.0,1.0,2,1,5,1,Low
6.3,5.6,1.1,7.1,2.82,5.0,0,20.0,5.0,3.0,1,2,2,1,Medium
7.25,6.0,5.7,4.5,3.11,5.0,0,21.0,5.0,5.0,3,2,2,4,Low
10.8,6.3,4.1,1.8,3.49,5.0,0,25.0,5.0,4.0,1,4,5,1,Medium
10.15,6.3,3.6,1.8,3.36,5.0,0,34.0,2.0,2.0,2,3,1,4,Medium
5.75,5.8,1.7,7.8,3.25,5.0,0,22.0,2.0,4.0,5,3,3,3,Medium
3.95,7.7,0.5,5.9,3.17,5.0,1,24.0,5.0,1.0,2,1,4,3,Low
6.1,7.3,1.9,3.4,3.2,5.0,1,29.0,2.0,5.0,3,2,4,3,Low
2.75,8.9,1.0,5.1,2.3,1.0,0,22.0,1.0,3.0,2,2,3,1,Low
6.55,7.9,2.3,1.9,3.72,5.0,1,29.0,3.0,1.0,2,3,3,4,Low
7.15,5.9,0.2,12.3,2.97,5.0,1,32.0,2.0,2.0,2,5,5,2,Medium
7.85,5.8,1.8,7.4,3.04,5.0,0,27.0,4.0,2.0,4,2,3,3,Medium
6.6,6.3,2.9,7.1,2.97,5.0,0,22.0,1.0,2.0,4,3,1,3,Low
7.15,5.3,3.8,9.0,2.79,5.0,0,23.0,5.0,2.0,2,3,3,2,Medium
7.65,7.6,3.2,4.6,2.55,1.0,1,30.0,5.0,3.0,1,5,4,1,Low
8.5,8.0,1.3,7.4,2.95,5.0,0,24.0,3.0,3.0,3,2,3,1,Medium
7.3,5.1,4.8,4.6,2.7,5.0,1,33.0,3.0,4.0,2,3,2,1,Medium
8.35,8.5,3.9,5.3,3.05,1.0,1,29.0,5.0,3.0,1,3,2,3,Low
6.45,8.5,0.5,2.4,3.46,5.0,0,23.0,5.0,2.0,2,2,2,3,Low
9.0,8.5,2.4,6.8,2.81,5.0,1,29.0,4.0,3.0,4,5,5,1,Medium
7.8,5.5,5.7,0.6,3.28,5.0,1,20.0,2.0,1.0,1,1,2,3,Medium
9.0,7.5,0.7,8.6,2.81,5.0,0,33.0,5.0,3.0,1,4,3,2,Medium
7.0,8.9,4.8,1.9,2.97,5.0,0,28.0,4.0,4.0,2,1,4,4,Low
7.95,9.0,4.2,3.3,2.83,5.0,0,23.0,3.0,2.0,3,2,1,3,Low
8.0,5.5,3.8,7.2,2.8,5.0,1,28.0,4.0,5.0,1,3,2,3,Medium
7.95,7.8,0.8,3.9,3.45,5.0,1,29.0,3.0,5.0,3,1,4,4,Low
5.45,8.2,3.6,1.9,3.37,5.0,1,20.0,4.0,4.0,5,3,1,4,Low
9.4,5.8,4.8,2.2,3.38,5.0,0,22.0,2.0,5.0,2,2,1,2,High
4.8,7.3,1.0,6.8,3.51,5.0,1,27.0,4.0,4.0,3,3,2,3,Low
9.05,9.2,0.9,3.1,2.78,5.0,1,27.0,5.0,3.0,4,4,5,2,Medium
8.3,5.8,5.8,3.4,2.84,5.0,1,24.0,5.0,2.0,5,5,1,1,High
9.95,6.5,3.8,3.4,3.73,5.0,1,20.0,3.0,1.0,2,4,2,2,Medium
7.9,5.3,3.3,4.9,3.37,5.0,1,32.0,3.0,2.0,1,2,2,1,Medium
6.15,9.2,1.2,5.8,3.15,5.0,0,33.0,2.0,1.0,1,2,3,3,Low
6.55,8.8,2.7,1.1,3.43,5.0,0,21.0,5.0,1.0,3,2,3,4,Low
10.15,9.8,1.4,1.8,3.12,5.0,0,18.0,4.0,5.0,4,2,4,1,Medium
6.35,9.8,1.9,5.0,2.72,1.0,0,29.0,2.0,1.0,2,2,3,3,Low
8.8,8.9,2.3,3.0,3.24,5.0,1,26.0,1.0,1.0,3,5,1,3,Medium
9.2,6.9,2.7,3.9,2.82,5.0,1,33.0,2.0,1.0,1,1,3,3,Medium
8.8,6.8,3.1,3.3,2.87,5.0,0,24.0,3.0,5.0,3,1,2,3,Medium
9.7,6.4,5.6,2.5,3.37,5.0,1,25.0,3.0,1.0,2,1,4,3,Medium
7.1,8.1,3.1,4.5,3.56,5.0,0,20.0,1.0,4.0,1,1,5,5,Low
7.85,5.4,1.2,8.3,3.13,5.0,0,32.0,4.0,1.0,1,2,3,1,Medium
9.15,5.2,4.3,7.0,3.21,5.0,1,31.0,1.0,1.0,1,2,3,4,High
4.35,6.2,4.5,3.6,3.07,5.0,0,23.0,3.0,2.0,2,3,1,3,Low
9.65,6.2,3.9,5.5,3.0,5.0,1,31.0,4.0,1.0,1,3,2,2,Medium
10.15,7.1,0.4,4.9,3.56,5.0,1,22.0,3.0,4.0,2,2,4,2,Medium
4.0,5.2,3.4,8.3,2.9,5.0,0,20.0,1.0,3.0,3,3,2,4,Medium
10.8,7.7,1.3,1.5,3.47,5.0,0,22.0,1.0,2.0,2,3,2,3,Medium
2.65,6.2,2.8,7.8,2.87,1.0,1,24.0,3.0,2.0,2,5,4,4,Low
8.15,6.8,1.0,6.6,3.35,5.0,1,27.0,2.0,1.0,3,2,3,5,Medium
4.15,9.7,4.2,0.4,3.25,5.0,0,20.0,2.0,1.0,3,3,1,5,Low
8.0,8.7,5.0,4.1,3.04,5.0,1,26.0,2.0,1.0,3,3,1,3,Low
4.05,7.3,3.8,6.8,3.24,1.0,0,21.0,4.0,2.0,1,5,4,2,Low
4.4,6.4,3.4,3.4,3.14,5.0,0,24.0,3.0,5.0,2,4,2,1,Low
10.4,10.0,0.7,1.7,3.16,5.0,1,34.0,1.0,3.0,1,2,1,1,Medium
7.75,7.2,5.1,2.9,3.27,5.0,0,22.0,2.0,1.0,3,4,1,4,Low
8.5,5.3,5.3,3.9,2.97,5.0,0,26.0,1.0,4.0,2,4,3,4,High
4.8,7.6,5.6,2.9,2.96,5.0,1,25.0,5.0,4.0,1,1,4,1,Low
7.65,6.0,2.5,4.6,3.31,5.0,1,33.0,5.0,5.0,1,2,4,2,Low
3.45,8.8,2.3,2.3,3.03,5.0,0,21.0,1.0,5.0,5,3,1,2,Low
6.65,7.2,0.9,9.6,2.85,1.0,0,28.0,5.0,5.0,1,3,1,4,Low
6.85,6.3,2.9,2.0,3.5,5.0,0,28.0,5.0,2.0,1,1,3,1,Low
7.7,8.9,2.0,1.6,3.43,5.0,0,23.0,4.0,4.0,2,3,5,5,Low
4.4,5.6,3.2,6.9,3.36,5.0,1,29.0,1.0,2.0,2,3,2,3,Medium
9.9,5.3,3.3,3.7,3.93,5.0,1,27.0,2.0,5.0,3,2,3,3,High
10.6,7.2,1.2,2.4,3.1,5.0,1,34.0,2.0,3.0,1,4,3,3,Medium
6.1,6.3,4.1,7.0,3.12,1.0,1,23.0,4.0,1.0,1,1,3,2,Low
10.35,9.1,0.2,3.9,3.3,5.0,1,21.0,3.0,4.0,3,5,3,2,Medium
8.35,8.3,2.4,0.5,3.47,5.0,1,21.0,2.0,4.0,2,3,1,2,Medium
9.6,8.6,3.1,0.2,3.02,5.0,0,20.0,4.0,2.0,3,4,3,4,Medium
8.8,8.0,2.9,5.0,3.15,5.0,1,22.0,5.0,3.0,2,2,4,1,Medium
4.55,6.0,2.9,7.0,3.19,5.0,0,32.0,4.0,5.0,1,1,1,1,Low
9.05,8.0,1.8,4.2,3.17,5.0,0,19.0,5.0,4.0,3,1,4,1,Medium
9.55,9.8,0.8,5.4,3.01,5.0,1,21.0,2.0,1.0,3,3,2,4,Medium
4.05,6.0,0.5,8.3,2.9,5.0,0,32.0,1.0,2.0,3,3,2,4,Low
5.7,5.4,4.8,6.4,3.14,5.0,0,30.0,4.0,4.0,1,1,5,5,Medium
6.65,5.3,4.7,2.0,3.41,5.0,1,22.0,1.0,5.0,2,2,2,2,Medium
9.6,7.5,1.0,3.1,3.48,5.0,0,24.0,5.0,5.0,2,1,5,3,Medium
5.45,6.1,1.3,6.1,3.63,5.0,0,24.0,4.0,1.0,1,2,2,3,Low
6.5,5.3,6.0,3.0,3.56,5.0,0,28.0,1.0,3.0,1,1,3,1,Medium
4.4,9.6,0.0,3.0,3.09,5.0,0,24.0,5.0,1.0,2,2,1,5,Low
5.7,8.3,5.3,4.0,3.27,1.0,0,28.0,1.0,2.0,1,2,2,3,Low
3.95,9.8,1.4,3.7,2.71,1.0,1,33.0,1.0,4.0,2,1,5,5,Low
9.75,7.8,3.0,5.4,3.09,5.0,1,20.0,1.0,1.0,3,3,1,2,Medium
3.85,7.9,0.1,7.2,2.78,5.0,1,34.0,1.0,3.0,3,2,3,2,Low
9.4,6.8,0.3,5.2,3.17,5.0,1,26.0,3.0,4.0,2,2,2,2,Medium
3.45,5.8,2.1,7.9,2.66,5.0,1,26.0,3.0,2.0,2,1,2,4,Medium
7.75,6.9,2.5,3.9,3.25,5.0,0,27.0,3.0,2.0,1,2,3,1,Low
6.2,5.4,4.2,5.5,2.81,5.0,1,33.0,4.0,5.0,2,2,3,3,Medium
10.3,6.9,3.4,3.0,3.37,5.0,1,28.0,5.0,5.0,4,3,1,3,Medium
7.65,7.4,0.3,6.4,3.29,5.0,1,28.0,2.0,4.0,5,5,1,5,Low
6.5,7.3,1.8,5.7,3.11,5.0,1,29.0,5.0,2.0,2,1,4,2,Low
5.35,5.6,1.5,7.1,3.24,5.0,0,32.0,1.0,5.0,3,3,1,4,Medium
10.8,7.7,2.6,1.8,3.67,5.0,1,29.0,4.0,2.0,4,5,2,3,Medium
7.8,5.6,3.2,7.1,3.04,5.0,1,32.0,3.0,3.0,2,1,5,3,Medium
9.35,9.3,2.9,0.9,3.51,5.0,0,19.0,5.0,4.0,2,3,2,3,Medium
6.0,7.5,4.4,4.6,2.8,5.0,0,24.0,5.0,5.0,2,3,2,1,Low
2.8,7.4,3.2,6.2,2.75,1.0,1,30.0,3.0,2.0,1,3,3,3,Low
7.0,7.8,3.1,1.3,3.43,5.0,1,24.0,1.0,4.0,2,1,4,4,Low
8.55,8.3,3.1,4.9,2.79,5.0,0,26.0,2.0,5.0,4,2,4,3,Medium
4.75,5.4,2.7,4.1,3.67,5.0,1,23.0,5.0,2.0,3,2,2,1,Medium
7.4,7.5,4.0,0.5,3.2,5.0,0,25.0,1.0,3.0,2,1,4,3,Low
9.25,8.4,2.1,0.4,3.11,5.0,1,22.0,3.0,1.0,3,1,2,4,Medium
4.2,6.6,1.1,7.4,2.72,1.0,1,24.0,3.0,4.0,5,4,4,2,Low
3.15,5.7,1.8,8.9,2.65,5.0,1,32.0,4.0,4.0,2,3,4,1,Medium
5.45,6.7,4.5,3.1,3.24,5.0,1,31.0,4.0,2.0,1,1,4,1,Low
8.35,5.8,0.8,7.7,3.09,5.0,1,27.0,3.0,4.0,1,2,4,1,High
6.35,6.2,0.4,7.5,2.74,5.0,1,24.0,4.0,3.0,1,1,2,3,Low
8.9,8.3,1.4,4.4,3.31,5.0,1,33.0,1.0,2.0,5,3,2,2,Medium
7.15,8.5,0.1,4.9,3.1,5.0,0,32.0,5.0,3.0,1,3,1,5,Low
6.85,9.0,1.3,5.7,2.9,5.0,0,28.0,2.0,1.0,2,4,5,2,Low
9.2,7.8,3.4,1.2,3.02,5.0,0,21.0,3.0,1.0,1,2,3,2,Medium
10.5,7.9,4.4,1.5,3.62,5.0,0,29.0,4.0,3.0,1,1,1,2,Medium
3.45,7.3,4.9,3.7,3.05,5.0,0,30.0,2.0,4.0,5,3,2,2,Low
7.15,5.5,1.4,5.2,3.4,5.0,1,29.0,4.0,2.0,4,5,3,1,Medium
6.75,9.3,1.2,1.7,3.25,5.0,0,29.0,1.0,3.0,5,5,1,1,Low
6.6,8.9,0.5,7.2,2.76,5.0,0,27.0,2.0,4.0,1,1,4,4,Low
7.55,8.0,0.5,4.7,3.23,5.0,1,22.0,5.0,4.0,2,1,1,2,Low
10.4,7.3,0.8,2.9,3.42,5.0,0,20.0,4.0,4.0,3,4,3,3,Medium
6.35,5.8,3.4,3.7,3.67,5.0,1,19.0,5.0,2.0,2,1,4,4,Medium
3.7,8.4,0.3,3.9,3.15,5.0,1,24.0,5.0,3.0,3,2,2,4,Low
9.5,6.4,3.3,2.7,3.39,5.0,0,24.0,4.0,5.0,2,5,4,1,Medium
8.5,9.2,3.4,4.6,2.7,1.0,0,24.0,1.0,5.0,2,2,4,4,Low
9.0,6.4,1.0,5.5,3.4,5.0,1,22.0,5.0,2.0,2,1,5,1,Medium
10.5,9.9,0.3,1.2,3.19,5.0,1,28.0,5.0,2.0,1,3,2,2,Medium
10.2,5.6,5.2,2.5,3.2,5.0,1,24.0,5.0,1.0,4,3,2,5,High
9.55,8.7,2.7,4.4,3.15,5.0,0,19.0,4.0,4.0,2,3,3,1,Medium
10.45,6.8,2.9,4.2,3.09,5.0,1,29.0,3.0,2.0,2,2,1,2,Medium
7.8,9.7,1.8,0.4,3.3,5.0,0,20.0,1.0,2.0,4,4,2,3,Low
7.65,9.1,1.0,2.4,3.07,5.0,0,31.0,4.0,4.0,5,3,3,5,Low
9.65,9.8,1.8,4.0,2.91,5.0,1,23.0,3.0,1.0,1,1,3,1,Medium
3.25,5.3,0.7,10.4,2.79,5.0,0,20.0,4.0,3.0,2,3,5,5,Medium
7.1,8.7,2.1,2.8,2.78,5.0,0,29.0,2.0,3.0,4,4,3,3,Low
6.35,8.9,0.3,6.8,2.79,5.0,0,29.0,5.0,2.0,5,4,2,2,Low
6.1,9.3,3.4,1.4,2.92,5.0,0,23.0,4.0,1.0,1,1,5,1,Low
9.2,9.9,4.4,0.2,3.23,5.0,1,28.0,5.0,3.0,1,1,2,2,Medium
3.5,8.4,2.4,6.3,2.79,5.0,0,19.0,1.0,5.0,3,3,2,4,Low
9.85,7.6,5.5,0.8,3.73,5.0,0,20.0,2.0,2.0,2,3,5,1,Medium
7.4,9.6,0.8,3.9,2.57,1.0,1,33.0,1.0,5.0,5,3,1,2,Low
3.8,9.5,1.2,7.4,2.57,1.0,0,30.0,1.0,5.0,2,3,5,5,Low
9.0,6.1,5.6,4.0,2.76,5.0,0,31.0,5.0,2.0,1,1,2,5,Medium
10.75,5.1,2.0,4.3,3.14,5.0,0,18.0,4.0,4.0,2,4,1,5,High
7.25,5.4,5.5,1.1,3.59,5.0,1,34.0,3.0,5.0,5,5,2,1,Medium
10.9,7.7,1.8,4.4,3.23,5.0,0,19.0,2.0,1.0,1,1,3,1,Medium
4.95,7.5,0.4,4.4,3.11,5.0,1,29.0,1.0,1.0,1,1,3,3,Low
7.05,9.3,2.3,2.9,3.11,5.0,1,33.0,2.0,2.0,2,1,3,1,Low
4.4,8.8,1.1,4.2,3.22,5.0,1,22.0,5.0,4.0,2,5,4,4,Low
7.8,9.7,5.4,0.4,2.88,5.0,0,24.0,5.0,4.0,4,5,5,1,Low
6.85,7.3,5.4,3.6,2.62,1.0,1,23.0,3.0,2.0,3,4,4,4,Low
6.85,7.5,4.8,0.5,3.3,5.0,0,30.0,5.0,3.0,1,1,4,1,Low
4.55,5.2,3.9,8.0,2.56,5.0,1,29.0,1.0,4.0,2,3,2,2,Medium
5.65,6.2,4.8,6.5,2.93,5.0,1,28.0,4.0,2.0,4,2,5,5,Low
9.05,6.0,1.3,5.7,3.3,5.0,0,18.0,5.0,4.0,4,3,2,4,Medium
7.25,6.9,5.5,4.4,2.71,5.0,1,32.0,4.0,5.0,1,2,2,4,Low
7.85,6.1,3.4,4.6,3.81,5.0,1,20.0,3.0,3.0,3,3,5,1,Low
8.05,7.0,3.9,4.8,3.41,5.0,0,19.0,5.0,3.0,2,1,4,3,Medium
7.3,7.1,0.8,9.1,3.27,5.0,0,25.0,2.0,2.0,1,4,3,3,Low
7.85,6.6,4.4,1.4,3.06,5.0,0,27.0,5.0,2.0,3,2,5,2,Low
9.55,8.4,0.1,2.9,3.36,5.0,0,33.0,5.0,2.0,1,1,3,4,Medium
4.9,5.7,1.4,6.0,3.14,5.0,1,29.0,2.0,4.0,4,3,3,3,Medium
8.6,9.1,2.2,5.5,3.41,5.0,0,33.0,5.0,2.0,1,2,2,4,Medium
7.35,8.5,4.9,0.2,2.68,5.0,1,25.0,3.0,5.0,3,1,2,1,Low
9.9,6.5,0.6,4.5,3.62,5.0,1,21.0,5.0,2.0,4,3,1,4,Medium
7.1,8.3,2.4,2.7,3.47,5.0,0,18.0,2.0,3.0,4,1,3,3,Low
7.15,7.7,2.6,6.7,2.54,1.0,0,18.0,4.0,4.0,1,2,3,3,Low
9.85,9.2,0.5,1.3,3.18,5.0,1,27.0,4.0,4.0,2,1,4,4,Medium
4.05,5.8,0.2,9.0,3.02,5.0,0,24.0,3.0,2.0,1,4,3,1,Medium
8.3,8.3,3.5,0.3,3.41,5.0,1,18.0,2.0,3.0,2,2,1,1,Medium
8.35,5.2,1.1,8.5,3.11,5.0,1,20.0,1.0,3.0,3,3,5,2,High
5.4,7.7,0.0,8.0,3.15,5.0,0,33.0,3.0,4.0,3,3,3,3,Low
8.1,6.3,4.8,5.9,2.76,5.0,1,32.0,2.0,2.0,2,3,4,4,Medium
3.75,6.2,0.5,6.3,3.0,5.0,0,22.0,1.0,4.0,4,2,4,1,Low
5.9,7.8,4.9,1.5,2.99,5.0,0,31.0,4.0,4.0,2,2,5,5,Low
7.6,6.9,0.9,7.1,3.28,1.0,1,33.0,5.0,2.0,2,3,4,2,Low
9.65,7.9,3.5,3.2,3.49,5.0,0,29.0,1.0,5.0,3,2,3,2,Medium
8.15,7.7,4.0,4.2,2.91,5.0,1,23.0,4.0,1.0,3,3,3,3,Medium
9.45,8.2,0.8,4.5,3.3,5.0,1,28.0,1.0,4.0,3,2,4,3,Medium
8.8,6.0,2.9,6.4,3.42,5.0,0,31.0,4.0,2.0,1,1,3,3,Medium
6.7,9.6,1.4,1.5,3.2,5.0,0,22.0,3.0,3.0,5,5,3,5,Low
6.0,9.5,4.1,0.4,3.34,5.0,1,31.0,4.0,1.0,1,1,1,3,Low
5.85,8.4,3.0,0.8,3.51,5.0,1,19.0,1.0,5.0,1,3,1,1,Low
8.6,5.8,1.1,9.9,2.58,5.0,0,25.0,4.0,3.0,3,3,1,3,High
6.4,8.1,0.4,7.0,2.75,5.0,1,25.0,1.0,3.0,3,3,4,3,Low
5.45,7.8,4.3,1.5,3.19,5.0,0,24.0,4.0,4.0,3,4,3,3,Low
9.35,7.2,2.9,4.1,3.24,5.0,0,18.0,5.0,4.0,5,3,4,3,Medium
5.25,5.5,5.5,6.2,3.28,5.0,0,19.0,3.0,3.0,1,1,4,1,Medium
9.2,6.8,3.6,4.7,3.34,5.0,1,31.0,2.0,2.0,1,2,2,5,Medium
6.0,9.8,3.7,4.7,2.69,1.0,0,24.0,2.0,4.0,4,1,1,2,Low
9.15,5.1,1.5,10.8,2.9,5.0,0,25.0,5.0,5.0,2,2,2,1,High
4.8,7.0,0.9,3.8,3.48,5.0,0,20.0,4.0,2.0,1,1,3,2,Low
7.3,9.0,0.3,3.5,3.27,5.0,0,31.0,5.0,4.0,2,3,3,4,Low
8.25,7.7,5.3,1.0,3.78,5.0,1,24.0,1.0,4.0,1,1,1,1,Medium
8.55,5.4,1.7,7.9,3.14,5.0,1,29.0,1.0,3.0,2,1,2,1,High
9.2,8.4,1.0,6.4,2.93,5.0,0,34.0,4.0,2.0,1,1,4,2,Medium
5.2,9.3,2.7,1.6,2.95,5.0,1,31.0,1.0,5.0,1,1,4,1,Low
6.85,8.9,1.3,3.6,3.53,5.0,1,29.0,2.0,4.0,2,2,1,1,Low
10.85,8.8,0.6,2.0,3.87,5.0,0,27.0,2.0,1.0,4,2,2,1,Medium
4.9,9.8,4.5,0.5,3.12,5.0,1,21.0,2.0,1.0,2,4,4,3,Low
9.2,7.6,2.8,3.9,3.11,5.0,1,33.0,2.0,4.0,1,2,4,2,Medium
10.3,8.1,4.0,1.7,2.94,5.0,0,20.0,3.0,4.0,2,4,1,3,Medium
10.3,9.3,2.7,3.2,3.11,5.0,1,32.0,3.0,1.0,1,4,3,3,Medium
4.7,6.9,4.5,1.7,2.95,5.0,1,18.0,3.0,1.0,1,1,3,4,Low
4.75,10.0,4.6,2.0,2.83,1.0,1,28.0,5.0,4.0,3,1,2,3,Low
5.6,8.9,4.6,2.7,2.63,5.0,0,26.0,2.0,4.0,1,2,4,5,Low
4.55,8.0,2.3,3.9,3.41,5.0,0,26.0,5.0,1.0,2,3,5,5,Low
7.9,7.5,1.1,5.7,3.18,5.0,0,33.0,3.0,3.0,2,5,2,1,Low
10.55,5.7,4.6,2.4,3.17,5.0,1,30.0,3.0,4.0,3,5,4,5,High
7.8,9.7,1.1,5.1,3.07,5.0,0,23.0,3.0,1.0,3,2,1,1,Low
9.15,6.9,4.8,4.4,2.69,5.0,0,33.0,5.0,4.0,4,1,3,3,Medium
9.15,5.7,3.7,6.3,2.91,5.0,1,28.0,5.0,2.0,1,1,4,4,High
9.4,9.7,3.3,0.3,3.09,5.0,1,21.0,5.0,1.0,1,5,3,1,Medium
10.75,9.3,0.1,1.2,3.28,5.0,0,26.0,5.0,5.0,3,1,5,5,Medium
9.35,5.0,2.7,4.9,3.47,5.0,1,30.0,3.0,3.0,1,2,3,1,High
6.35,8.1,5.2,2.1,2.88,5.0,0,19.0,4.0,2.0,3,2,3,4,Low
9.15,9.1,4.4,0.5,3.26,5.0,0,33.0,1.0,1.0,2,1,1,1,Medium
8.7,8.3,5.2,3.9,2.75,5.0,1,25.0,1.0,5.0,3,4,1,4,Medium
7.4,9.3,5.2,0.5,2.96,1.0,1,18.0,4.0,2.0,3,5,4,5,Low
3.3,5.3,0.3,9.6,2.94,5.0,1,33.0,2.0,4.0,4,2,3,3,Medium
5.8,6.3,1.1,6.2,3.2,5.0,1,18.0,1.0,2.0,1,1,4,2,Low
5.2,6.6,5.8,2.8,2.87,5.0,1,32.0,2.0,2.0,2,2,1,3,Low
7.6,7.2,5.3,3.2,3.12,5.0,0,31.0,2.0,4.0,1,1,3,2,Low
5.9,7.9,0.3,4.6,3.26,5.0,1,24.0,4.0,4.0,4,2,4,1,Low
8.85,6.0,3.0,6.8,2.5,1.0,0,22.0,5.0,1.0,5,2,2,3,Low
9.85,8.6,0.2,2.1,3.53,5.0,0,20.0,1.0,2.0,3,2,2,4,Medium
5.25,5.8,5.9,4.8,2.82,5.0,0,28.0,3.0,1.0,5,5,2,2,Medium
7.4,5.6,2.6,6.4,2.77,5.0,1,31.0,5.0,1.0,4,2,3,1,Medium
8.7,5.2,5.5,3.3,2.86,5.0,0,21.0,5.0,3.0,3,5,5,1,High
6.95,9.8,2.7,2.5,3.51,5.0,1,34.0,4.0,4.0,3,2,3,2,Low
9.25,5.3,5.9,4.8,3.0,5.0,0,18.0,5.0,4.0,3,3,4,2,High
7.1,6.2,3.2,3.6,3.02,5.0,1,32.0,1.0,2.0,3,2,2,1,Low
6.7,5.3,1.2,7.3,3.25,5.0,1,26.0,3.0,5.0,5,3,1,2,Medium
5.95,6.1,5.2,4.5,2.72,1.0,0,21.0,4.0,4.0,4,1,2,4,Low
4.85,6.8,1.3,4.1,3.55,5.0,1,28.0,1.0,4.0,3,1,5,3,Low
7.85,8.5,2.1,2.1,3.87,5.0,0,33.0,2.0,3.0,1,3,5,3,Low
8.8,7.3,2.8,5.2,3.2,5.0,1,20.0,4.0,5.0,3,3,4,3,Medium
4.8,7.5,3.3,6.4,3.02,5.0,1,20.0,2.0,2.0,2,1,3,4,Low
6.4,9.9,5.0,0.3,2.93,1.0,1,24.0,2.0,4.0,2,3,3,3,Low
9.25,7.7,5.1,0.9,3.23,5.0,0,24.0,5.0,2.0,2,1,5,1,Medium
9.7,7.5,3.5,4.1,3.33,5.0,1,30.0,5.0,3.0,5,1,2,5,Medium
7.25,5.6,0.5,10.0,3.11,5.0,0,27.0,4.0,3.0,2,3,3,3,Medium
8.3,7.9,0.5,6.4,2.89,5.0,0,28.0,5.0,4.0,4,3,5,3,Medium
10.45,8.4,1.1,2.4,3.43,5.0,1,26.0,2.0,3.0,1,1,3,3,Medium
7.75,6.4,2.5,5.7,2.8,1.0,0,23.0,3.0,1.0,3,1,2,2,Low
